study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,model_set,stratum,kind,family,operator,class,interpretation,detecting_protocols,analysis_family,severity,P00_canonical:feature_primary,P00_canonical:feature_secondary,P00_canonical:trace,P02_weak_step:feature_primary,P02_weak_step:feature_secondary,P02_weak_step:trace,P03_rheobase:feature_primary,P03_rheobase:feature_secondary,P04_step_2x:feature_primary,P04_step_2x:feature_secondary,P04_step_2x:trace,P05_long_step:feature_primary,P05_long_step:feature_secondary,P05_long_step:trace,P06_ramp:feature_primary,P06_ramp:feature_secondary,P06_ramp:trace,P07_hyperpolarizing_step:feature_primary,P07_hyperpolarizing_step:feature_secondary,P07_hyperpolarizing_step:trace,P08_rebound:feature_primary,P08_rebound:feature_secondary,P08_rebound:trace,P09_short_pulse:feature_primary,P09_short_pulse:feature_secondary,P09_short_pulse:trace
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-38da35f6d7,osb_hh2_477127614,other_model,numerical_robustness,mutant,numerical,solver_config,4_equivalent_within_tested_domain,no_reproducible_numerical_sensitivity,,numerical_robustness,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-24ee4ce8df,osb_hh2_477127614,other_model,numerical_robustness,mutant,numerical,recording_resolution,4_equivalent_within_tested_domain,no_reproducible_numerical_sensitivity,,numerical_robustness,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-105026e445,osb_hh2_477127614,other_model,primary_semantic,mutant,reference,wrong_channel,5_non_equivalent,5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,mechanism_composition,not_applicable,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-omit_include-90b7ac2f0a,osb_hh2_477127614,other_model,primary_semantic,mutant,reference,omit_include,1_structurally_invalid,1_structurally_invalid,,mechanism_composition,not_applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-duplicate_conductance-06ea96d790,osb_hh2_477127614,other_model,primary_semantic,mutant,reference,duplicate_conductance,6_silent_under_canonical,6_silent_under_canonical,P03_rheobase;P04_step_2x;P05_long_step,mechanism_composition,not_applicable,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_compatible_component-a12a6658b4,osb_hh2_477127614,other_model,primary_semantic,mutant,reference,wrong_compatible_component,6_silent_under_canonical,6_silent_under_canonical,P03_rheobase;P04_step_2x;P05_long_step,mechanism_composition,not_applicable,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__unit_conversion__000,osb_hh2_477127614,other_model,control,valid_transform,unit_conversion,unit_conversion,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__xml_formatting__000,osb_hh2_477127614,other_model,control,no_change_control,formatting,xml_formatting,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__add_comments__000,osb_hh2_477127614,other_model,control,no_change_control,formatting,add_comments,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__numeric_literal_format__000,osb_hh2_477127614,other_model,control,valid_transform,literal_format,numeric_literal_format,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__rename_identifier__000,osb_hh2_477127614,other_model,control,valid_transform,renaming,rename_identifier,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__factor_file__000,osb_hh2_477127614,other_model,control,valid_transform,factoring,factor_file,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__reorder_independent__000,osb_hh2_477127614,other_model,control,valid_transform,reordering,reorder_independent,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,osb_hh2_477127614__explicit_default__000,osb_hh2_477127614,other_model,control,valid_transform,explicit_default,explicit_default,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-8d921084f4,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_conductance,5_non_equivalent,5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,maximal_conductance,mild,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-b734d01a94,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_conductance,5_non_equivalent,5_non_equivalent,P00_canonical,maximal_conductance,mild,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-10ff293ca8,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_conductance,5_non_equivalent,5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step,maximal_conductance,strong,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-2c1b980b1d,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_conductance,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,maximal_conductance,strong,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-3d387f89f7,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,shift_reversal,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P09_short_pulse,reversal_potential,mild,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-2ebe75d071,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,shift_reversal,5_non_equivalent,5_non_equivalent,P00_canonical;P06_ramp,reversal_potential,mild,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-296104fa71,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,shift_reversal,5_non_equivalent,5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,reversal_potential,strong,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-99c62df08a,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,shift_reversal,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,reversal_potential,strong,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-8945c94953,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_capacitance,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,passive_membrane,mild,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-5a8359e4e8,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_capacitance,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,passive_membrane,strong,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-dda33c4c51,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_gate_time_constant,5_non_equivalent,5_non_equivalent,P00_canonical;P05_long_step;P06_ramp;P09_short_pulse,gating_time_constant,mild,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-2e28d01edd,pospischil2008_fs,other_model,primary_semantic,mutant,biophysical,scale_gate_time_constant,5_non_equivalent,5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,gating_time_constant,strong,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-increase_dt-2391bb7a93,pospischil2008_fs,other_model,numerical_robustness,mutant,numerical,increase_dt,6_silent_under_canonical,numerical_sensitivity_missed_by_canonical (not semantic drift),P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,numerical_robustness,strong,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-e5acbde8a1,pospischil2008_fs,other_model,numerical_robustness,mutant,numerical,solver_config,4_equivalent_within_tested_domain,no_reproducible_numerical_sensitivity,,numerical_robustness,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-7e264d815f,pospischil2008_fs,other_model,numerical_robustness,mutant,numerical,recording_resolution,4_equivalent_within_tested_domain,no_reproducible_numerical_sensitivity,,numerical_robustness,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-9899c39ee8,pospischil2008_fs,other_model,primary_semantic,mutant,reference,wrong_channel,2_non_executable,2_non_executable,,mechanism_composition,not_applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-omit_include-658ec2d5f5,pospischil2008_fs,other_model,primary_semantic,mutant,reference,omit_include,1_structurally_invalid,1_structurally_invalid,,mechanism_composition,not_applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-duplicate_conductance-328cf062a2,pospischil2008_fs,other_model,primary_semantic,mutant,reference,duplicate_conductance,5_non_equivalent,5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,mechanism_composition,not_applicable,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_compatible_component-d7c10346bc,pospischil2008_fs,other_model,primary_semantic,mutant,reference,wrong_compatible_component,2_non_executable,2_non_executable,,mechanism_composition,not_applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__unit_conversion__000,pospischil2008_fs,other_model,control,valid_transform,unit_conversion,unit_conversion,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__xml_formatting__000,pospischil2008_fs,other_model,control,no_change_control,formatting,xml_formatting,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__add_comments__000,pospischil2008_fs,other_model,control,no_change_control,formatting,add_comments,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__numeric_literal_format__000,pospischil2008_fs,other_model,control,valid_transform,literal_format,numeric_literal_format,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__rename_identifier__000,pospischil2008_fs,other_model,control,valid_transform,renaming,rename_identifier,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__factor_file__000,pospischil2008_fs,other_model,control,valid_transform,factoring,factor_file,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__reorder_independent__000,pospischil2008_fs,other_model,control,valid_transform,reordering,reorder_independent,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,pospischil2008_fs__explicit_default__000,pospischil2008_fs,other_model,control,valid_transform,explicit_default,explicit_default,4_equivalent_within_tested_domain,no_detection,,control,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
