model_id,variant_id,protocol_id,refinement_level,planned,validation_levels
nml2_hh_example,m-shift_reversal-36bce9b069,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P05_long_step,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P06_ramp,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P08_rebound,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-36bce9b069,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P00_canonical,h,always,"B,C"
nml2_hh_example,m-shift_reversal-754db6a01c,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-shift_reversal-754db6a01c,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-shift_reversal-754db6a01c,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P05_long_step,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P06_ramp,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P08_rebound,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_reversal-754db6a01c,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P00_canonical,h,always,"B,C"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P05_long_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P06_ramp,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P08_rebound,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-0eba58b1c3,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P00_canonical,h,always,"B,C"
nml2_hh_example,m-scale_capacitance-e015416fbf,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-scale_capacitance-e015416fbf,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-scale_capacitance-e015416fbf,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P05_long_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P06_ramp,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P08_rebound,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_capacitance-e015416fbf,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P00_canonical,h,always,"B,C"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P05_long_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P06_ramp,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P08_rebound,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-06060ba499,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P00_canonical,h,always,"B,C"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P05_long_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P06_ramp,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P08_rebound,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P00_canonical,h,always,"B,C"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P05_long_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P06_ramp,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P08_rebound,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P00_canonical,h,always,"B,C"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P05_long_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P06_ramp,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P08_rebound,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P00_canonical,h,always,"B,C"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P05_long_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P06_ramp,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P08_rebound,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-scale_gate_slope-6f355edc68,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P00_canonical,h,always,"B,C"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P00_canonical,h/2,if detected at h,"B,C"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P00_canonical,h/4,if an apparent canonical survivor,"B,C"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P02_weak_step,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P02_weak_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P02_weak_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P03_rheobase,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P03_rheobase,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P03_rheobase,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P04_step_2x,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P04_step_2x,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P04_step_2x,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P05_long_step,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P05_long_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P05_long_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P06_ramp,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P06_ramp,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P06_ramp,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P07_hyperpolarizing_step,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P07_hyperpolarizing_step,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P07_hyperpolarizing_step,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P08_rebound,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P08_rebound,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P08_rebound,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P09_short_pulse,h,always,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P09_short_pulse,h/2,if detected at h,"D,E"
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,P09_short_pulse,h/4,if an apparent canonical survivor,"D,E"
nml2_hh_example,m-increase_dt-c64b4ee7fc,P00_canonical,h,always,"B,C"
